199, 5.226;13.01.2020
200, 5.261;14.01.2020
201, 5.295;15.01.2020
202, 5.33;16.01.2020
203, 5.364;17.01.2020
204, 5.399;18.01.2020
205, 5.434;19.01.2020
206, 5.354;20.01.2020
207, 5.194;21.01.2020
208, 5.058;22.01.2020
209, 5.144;23.01.2020
210, 5.23;24.01.2020
211, 5.316;25.01.2020
212, 5.398;26.01.2020
213, 5.401;27.01.2020
214, 5.403;28.01.2020
215, 5.406;29.01.2020
216, 5.409;30.01.2020
217, 5.411;31.01.2020
218, 5.414;01.02.2020
219, 5.417;02.02.2020
220, 5.419;03.02.2020
221, 5.422;04.02.2020
222, 5.446;05.02.2020
223, 5.48;06.02.2020
224, 5.514;07.02.2020
225, 5.548;08.02.2020
226, 5.581;09.02.2020
227, 5.615;10.02.2020
228, 5.649;11.02.2020
229, 5.683;12.02.2020
230, 5.654;13.02.2020
231, 5.582;14.02.2020
232, 5.511;15.02.2020
233, 5.439;16.02.2020
234, 5.367;17.02.2020
235, 5.295;18.02.2020
236, 5.324;19.02.2020
237, 5.537;20.02.2020
238, 5.632;21.02.2020
239, 5.601;22.02.2020
240, 5.57;23.02.2020
241, 5.54;24.02.2020
242, 5.528;25.02.2020
243, 5.543;26.02.2020
244, 5.557;27.02.2020
245, 5.571;28.02.2020
246, 5.585;29.02.2020
247, 5.554;01.03.2020
248, 5.308;02.03.2020
249, 5.357;03.03.2020
250, 5.405;04.03.2020
251, 5.454;05.03.2020
252, 5.502;06.03.2020
253, 5.551;07.03.2020
254, 5.6;08.03.2020
255, 5.678;09.03.2020
256, 6.283;10.03.2020
257, 6.256;11.03.2020
258, 6.23;12.03.2020
259, 6.203;13.03.2020
260, 6.176;14.03.2020
261, 6.15;15.03.2020
262, 6.123;16.03.2020
263, 6.44;17.03.2020
264, 6.464;18.03.2020
265, 6.459;19.03.2020
266, 6.455;20.03.2020
267, 6.45;21.03.2020
268, 6.446;22.03.2020
269, 6.46;23.03.2020
270, 6.513;24.03.2020
271, 6.566;25.03.2020
272, 6.619;26.03.2020
273, 6.672;27.03.2020
274, 6.569;28.03.2020
275, 6.4;29.03.2020
276, 6.485;30.03.2020
277, 6.57;31.03.2020
278, 6.654;01.04.2020
279, 6.739;02.04.2020
280, 6.793;03.04.2020
281, 6.554;04.04.2020
282, 6.381;05.04.2020
283, 6.436;06.04.2020
284, 6.491;07.04.2020
285, 6.546;08.04.2020
286, 6.567;09.04.2020
287, 6.418;10.04.2020
288, 6.27;11.04.2020
289, 6.332;12.04.2020
290, 6.396;13.04.2020
291, 6.46;14.04.2020
292, 6.523;15.04.2020
293, 6.531;16.04.2020
294, 6.415;17.04.2020
295, 6.299;18.04.2020
296, 6.182;19.04.2020
297, 6.233;20.04.2020
298, 6.306;21.04.2020
299, 6.379;22.04.2020
300, 6.327;23.04.2020
301, 6.127;24.04.2020
302, 6.108;25.04.2020
303, 6.217;26.04.2020
304, 6.325;27.04.2020
305, 6.433;28.04.2020
306, 6.502;29.04.2020
307, 6.433;30.04.2020
308, 6.364;01.05.2020
309, 6.295;02.05.2020
310, 6.225;03.05.2020
311, 6.191;04.05.2020
312, 6.186;05.05.2020
313, 6.18;06.05.2020
314, 6.175;07.05.2020
315, 6.17;08.05.2020
316, 5.844;09.05.2020
317, 5.937;10.05.2020
318, 6.03;11.05.2020
319, 6.123;12.05.2020
320, 6.216;13.05.2020
321, 6.31;14.05.2020
322, 6.7;15.05.2020
323, 6.737;16.05.2020
324, 6.553;17.05.2020
325, 6.37;18.05.2020
326, 6.221;19.05.2020
327, 6.098;20.05.2020
328, 5.975;21.05.2020
329, 5.884;22.05.2020
330, 5.972;23.05.2020
331, 6.06;24.05.2020
332, 6.145;25.05.2020
333, 6.153;26.05.2020
334, 6.161;27.05.2020
335, 6.169;28.05.2020
336, 5.911;29.05.2020
337, 5.814;30.05.2020
338, 5.804;31.05.2020
339, 5.82;01.06.2020
340, 5.953;02.06.2020
341, 6.024;03.06.2020
342, 5.959;04.06.2020
343, 5.894;05.06.2020
344, 5.828;06.06.2020
345, 5.913;07.06.2020
346, 6.018;08.06.2020
347, 6.123;09.06.2020
348, 6.228;10.06.2020
349, 6.332;11.06.2020
350, 6.139;12.06.2020
351, 5.911;13.06.2020
352, 5.977;14.06.2020
353, 6.161;15.06.2020
354, 6.344;16.06.2020
355, 6.313;17.06.2020
356, 6.137;18.06.2020
357, 5.962;19.06.2020
358, 5.873;20.06.2020
359, 5.878;21.06.2020
360, 5.882;22.06.2020
361, 5.887;23.06.2020
362, 5.892;24.06.2020
